abandon oneself to something	to yield to the comforts or delights of something	The children ABANDONED themselves TO the delights of the warm summer day.

pig off	used to tell someone to get lost or leave you alone	He told them to PIG OFF and leave him in peace.

pig out	to eat a lot	The food was great, so I really PIGGED OUT. Our kids dream of staying up late and pigging out on junk food.
pig out (on something)	to eat too much of something; to make a pig of oneself	I intend to really pig out on pizza. I love to pig out on ice cream.

pile in(to something)	to climb in or get in roughly	Okay, kids, pile in! The children piled into the car and slammed the door.

pile off (something)	to get down off something; to clamber down off something	All the kids piled off the wagon and ran into the barn. She stopped the wagon, and they piled off.

pile on(to) (something/somebody)	to make a heap of people on someone or something	The football players piled onto the poor guy holding the ball. They ran up to the ball carrier and piled on.
pile something/somebody on(to) something/somebody	to heap people or things onto someone or something	The wrestler piled the referee onto his unconscious opponent. We piled the kids on the heap of leaves we had raked up. Pile on the chili! What's a hot dog without chili?
pile the work on (somebody)	to give someone a lot of work to do	The boss really piled the work on me this week. The boss piled on the work this week.

pile out (of something)	[for many people] to get out of something roughly	Okay, kids, pile out! The car door burst open, and the children piled out.

pile somebody into something	to bunch people into something in a disorderly fashion	She piled the kids into the van and headed off for school. She piled in the kids and closed the doors. Pile them in and let's go. They piled themselves into the car and sped off.

pile something up	to crash or wreck something	Drive carefully if you don't want to pile the car up. The driver piled up the car against a tree.
pile something up	to make something into a heap	Carl piled all the leaves up and set them afire. Please pile up the leaves.
pile up	to accumulate	Work just keeps on PILING UP and I really can't manage to get it all done.
pile up something	to increase something	Many civilians were killed - the evidence continues to pile up. The company piled up hundreds of millions of dollars of losses over the last year. Usage notes: usually used in passive forms: Earnings began piling up from the sale of the new switches.
pile up something	to try to get sympathy from other people by making your problems seem worse than they really are (usually in continuous tenses)	He was really piling on the agony, saying he was heart-broken and hadn't got anything left to live for.

pilfer from something/somebody	to steal from someone or a group	The petty thief had pilfered from several merchants in town. Someone has pilfered from the petty-cash drawer.
pilfer something from something/somebody	to steal something from someone or something	Did you pilfer this money from your parents? Who pilfered some money from the cash box?

pillar of !

pilot something into something	to steer or guide something into something (Usually refers to steering a ship)	We need to signal for a pilot to pilot our ship into the harbor. Fred piloted in the freighter.

pilot something/somebody through (something)	to guide or steer someone or something through something, especially through a waterway	We hired someone to pilot us through the harbor entrance. The channel was treacherous, and we hired someone to pilot the ship through.

pin down	to discover exact details about something	The government can't PIN DOWN where the leak came from.
pin down	to get a fixed idea, opinion, etc., from someone	I've asked him to set a date, but he's a hard man to PIN DOWN and won't give a definite answer.
pin down somebody	to get specific information from someone	It is not easy to pin down a politician who won't even tell you if it's raining or snowing! We tried to pin him down on where the money would come from.
pin down somebody	to hold someone by force so that they cannot move	Burns usually pinned down and then handcuffed his victims. I was pinned down by a wall that had fallen. Usage notes: when the object is a pronoun, it always follows pin: Don't pin me down about my plans.
pin down somebody	to keep someone from being able to escape by shooting at them	For a time, the crew was pinned down by machine-gun fire.
pin down something	to discover the facts or exact details about something	The fire department is trying to pin down the cause of Wednesday's fire. So far we haven't pinned down a date.
pin somebody down (on something)	to demand and receive a firm answer from someone to some question (Alludes to shifting from answer to answer; commit to one answer or another)	I tried to pin him down on a time and place, but he was very evasive. Don't try to pin down the mayor on anything! I want to nail her down on a meeting time.

pin on	to attach the blame to someone	The police tried to PIN the crime ON him.
pin back !
pin somebody's ears back	to give someone a good scolding	Did you hear him? He really pinned Chuck's ears back. He pinned back Chuck's ears.
pin something back	to hold something back by pinning	I will pin the curtains back to let a little more light in. Jane pinned back the curtains.

pin something (on)to something	to attach or fix something to someone or something by pinning	The mayor pinned the medal onto the lapel of the brave young hero. She pinned a medal to his lapel.
pin something down	to attach or affix something with nails or pins	Pin the pattern down temporarily. Nail down this piece of flooring every 12 inches.
pin something down	to determine or fix something, such as a date, an agreement, an amount of money, a decision, etc.	It will be ready sometime next month. I can't pin the date down just yet, however. I can't pin down the exact date just now.

pin something on somebody	to blame someone for something	The accident can't be pinned on me, but I truly don't know how it happened.
pin something on somebody	to blame someone for something, especially something they did not do	The police tried to pin the murder on the dead woman's husband.
pin something on somebody	to blame something on someone; to frame someone for a crime; to make it appear that an innocent person has actually committed a crime (See also pin something on someone or something)	Don't try to pin that crime on me! I didn't do it. The gang member tried to pin the crime on a rival gang.
pin something on something	to depend on something for a particular result	We are all pinning our hopes on the new pipeline for a cleaner water supply.
pin something on something/somebody	to hang something on someone or something by pinning (See also pin something on someone)	The mayor pinned the medal on the boy who had rescued the swimmer. I pinned a yellow ribbon on my lapel.

pin something up on(to) something	to attach something to something, for display, with pins	I pinned the picture up onto the bulletin board where everyone could see it. I pinned up the picture.
pin up	fix something to a wall, or other vertical surface, with a pin	I PINNED the notice UP on the board.

pin something/somebody against something	to press and hold someone or something against something	The police pinned the mugger against the wall and put handcuffs on him. The wildlife veterinarian pinned the rhino against the walls of the enclosure and subdued it so it could be treated.

pin something/somebody beneath (somebody, something or an animal)	to trap someone or something beneath someone, an animal, or something	The mine cave-in pinned four miners beneath a beam. I held the alligator's mouth closed and pinned it beneath me.

pin something/somebody under something/somebody	to trap someone or something under someone or something	Someone knocked Gerry down and pinned Randy under him. The accident pinned Maggie under the car.

pinch somebody for something	to arrest someone for something	The cops pinched Max for driving without a license. Max was pinched for speeding.

pinch something back	to pinch off a bit of the top of a plant so it will branch and grow more fully	You should pinch this back so it will branch. Pinch back the new leaves at the top.

pinch something from something/somebody	to steal something from someone or something	Sam pinched an apple from the produce stand. We saw a pickpocket pinch a wallet from an old man.

pinch something off (of) something	to sever something from something by pinching (Of is usually retained before pronouns)	Pinch the buds off the lower branches so the one at the top will bloom. Pinch off the lower buds.

pinch-hit for somebody	to bat for someone else in a baseball game	Wally Wilson will pinch-hit for Gary Franklin. Rodney Jones is pinch-hitting for Babe DiMaggio.
pinch-hit for somebody	to substitute for someone in any situation	Bart will pinch-hit for Fred, who is at another meeting today. Who will pinch-hit for me while I am on vacation?

pine after something/somebody	to long for or grieve for someone or something	Bob pined after Doris for weeks after she left. Dan is still pining for his lost dog. There is no point in pining over Claire.

pine away	suffer physically because of grief, stress, worry, etc.	He's been PINING AWAY since his wife died and is a shadow of his former self.
pine away (after something/somebody)	to waste away in melancholy and longing for someone or something	A year later, he was still pining away after Claire. Still, he is pining away.

pipe down	be quiet (often as an imperative)	The lecturer asked the students to PIPE DOWN and pay attention.
pipe down	to become quiet; to cease making noise; to shut up (Especially as a rude command)	Pipe down! I'm trying to sleep. Come on! Pipe down and get back to work!

pipe something (from some place) (to some place)	to conduct a liquid or a gas from one place to another place through a pipe	One oil company wanted to pipe oil all the way from northern Alaska to a southern port on the Pacific. The company pipes gas from the storage tanks in the middle of the state.

pipe something away	to conduct a liquid or a gas away through a pipe	We will have to pipe the excess water away. They piped away the water.

pipe something into some place	to bring music or other sound into a place over wires	They piped music into the stairways and elevators. The elevators were nice except that the management had piped in music.
pipe something into some place	to conduct a liquid or a gas into some place through a pipe	An excellent delivery system piped oxygen into every hospital room. They piped in oxygen to every room. They piped it in.

pipe up	an impolite way of telling someone that they must accept what you have just said even if they do not like it	Well, I'm going anyway, so put that in your pipe and smoke it!
pipe up	to speak unexpectedly "I want to be the first female president!" piped up one of the little girls.
pipe up	to speak, raise your voice	At first, no one answered, and then finally someone PIPED UP.
pipe up (with something)	to interject a comment; to interrupt with a comment	Nick piped up with an interesting thought. You can always count on Alice to pipe up.

piss off	go away	Piss off, Chris, and stop flooding my e-mail with garbage!

piss on !

pit against	to compete or force to compete	The war PITTED neighbour AGAINST neighbour.

pit of !

pit out	go into the pits (car racing)	He PITTED OUT in the twentieth lap.

pit something/somebody against something/somebody	to set someone or something in opposition to someone or something	The rules of the tournament pit their team against ours. John pitted Mary against Sally in the tennis match.
pit against somebody/something !

pitch for	to try to persuade someone to give your work, business, a job, etc.	He PITCHED FOR the job, but they gave it to someone else.

pitch forward	to jerk or thrust forward	Suddenly the car pitched forward, jerking the passengers around. We pitched forward inside the car as we went over the bumpy road.

pitch in	to help with others to get something done	As soon as we knew what a big job it was, Gwen and I just pitched in with the rest of the group.
pitch in	to spoil someone's chances of doing something	She queered my pitch by asking for promotion before I did.
pitch in	to work together to help achieve an objective	We were behind schedule, but the others PITCHED IN and we got it done in time.

pitch into	to criticize severely or attack someone	The shareholders PITCHED INTO the management about their pay rises at the meeting.
pitch something into something	to toss or throw something into something	Please pitch your aluminum cans into this container. She pitched in the can.

pitch something at something/somebody	to aim advertising at a particular group	They pitched the ad campaign at teenagers. These comedy programs are pitched at the lowest level of mentality.
pitch something at something/somebody	to throw something at someone or something	The boys pitched cans at the tree. We all pitched rocks at the big boulder.

pitch something away	to toss or throw something away	He pitched the broken stick away, and looked around for something stronger. He pitched away the stick.

pitch something out	to throw something away; to discard something	This cottage cheese is so old, I'm going to pitch it out. They pitched out the bad food.
pitch something/somebody out (of) something	to throw someone or something out of something or some place (Of is usually retained before pronouns)	The usher pitched the drunk out of the theater. The usher pitched out the annoying person.

pitch something/somebody over something	to toss someone or something over something	Then Max tried to pitch Lefty over the railing onto the tracks. Billy pitched the stone over the wall.

pivot on something	to rotate on something; to spin around, centered on something	This part spins around and pivots on this little red spot, which is what they call a jewel. If the lever will not pivot on the bar, it needs some lubrication.

place on something/somebody !

place in something/somebody !

plan for somebody	to prepare enough [of something] for someone	Fred just called and said he can show up for dinner after all. Please plan for him. Tony wasn't planned for, and there is no place for him to sit.
plan for something	to prepare for something	I need to take some time and plan for my retirement. We carefully planned for almost every possibility.
plan for something	to prepare or estimate for a certain number [of people or things]	I am planning for twelve. I hope everyone can come.

plan on ([doing] something)
plan on somebody	to be ready for someone; to anticipate someone's arrival	She plans on taking a course. Michael planned on studying in the U.S. We're planning on going to the movie tonight. Don't plan on Sam. He has a cold and probably won't come. We are planning on Ted and Bill.
plan on something	to prepare for something; to be ready for something; to anticipate something	If I were you, I would plan on a big crowd at your open house. This was not planned on.

plan something out	to make thorough plans for something	Let us sit down and plan our strategy out. We sat down and planned out our strategy.

plane something away	to smooth off bumps or irregularities with a plane	Please plane the bumps away so that the board is perfectly smooth. Sam planed away the bumps.

plane something down	to smooth something down with a plane; to remove some material from something with a plane	I will have to plane the door down before I hang it again. I planed down the edge of the door for you.

plane something off	to remove bumps, nicks, or scrapes by planing	Plane the rough places off so the surface will be as smooth as possible. Sam planed off the bumps.

plant something in something	to conceal something in something	The crook planted the money in the back of the refrigerator. What did the cops plant in your pockets?
plant something in something	to put an idea in someone's brain, head, or thinking	Who planted that silly idea in your head? I want to plant this concept in her thinking.
plant something in something	to set out a plant in something; to sow seeds in something	Are you going to plant tomatoes in these pots? What have you planted in the garden?

plaster down !

plaster over something	to cover over something with plaster	I think that we will just plaster over the cracks in the wall.

plaster something onto something	to spread a substance onto something	She plastered great globs of the jam onto the toast. She plastered on lots of butter.

plaster something up	to close something up with plaster; to cover over holes or cracks in a wall with plaster	He plastered the cracks up and then painted over them. You have to plaster up the cracks.

plaster something with something	to spread some substance onto something	Jane plastered each slice of bread with butter and then heaped on a glob of jam. She plastered the wall with a thin coat of fine white plaster.

play along	o pretend to agree or accept something in order to keep someone happy or to get more information	I disagreed with the idea but I had to PLAY ALONG because everyone else liked it.

play around	to be silly	The children were PLAYING AROUND and being annoying.

play at	to pretend to be something	He just PLAYS AT being a lawyer- he never wins a case.

play away	to be sexually unfaithful when away from home	He travels abroad a lot and his wife thinks he PLAYS AWAY.

play back	to listen to or watch something you've recorded	We PLAYED the recording BACK to see if it was OK.

play down	to diminish the significance of; To make something sound less important	The CEO tried to play down the dismal financial report.
play down	to try to make something seem less important	The Government has tried to PLAY DOWN the importance of the minister's resignation.

play (with something/somebody) !

play for !
play somebody for !

play freeze-out	to open windows and doors, or turn down a thermostat, making someone cold	Wow, it's cold in here! Who's playing freeze-out? Is someone trying to play freeze-out?

play off	to make people compete against each other so that you benefit	He PLAYED them OFF against each other to get the best deal.
play off	to play a game to decide who the winner is	As both teams had the same points, they PLAYED OFF to decide the winner.

play on	to continue playing a sport though there might be a reason to stop	It looked like a foul, but the referee told them to PLAY ON.
play on	to continue playing music	The band PLAYED ON for another hour.
play on	to exploit a weakness	They are just PLAYING ON our fears to get us to do what they want.
play on	to pun	The advert PLAYS ON the slogan.

play out	to play something to the end	Rain stopped them PLAYING the game OUT.
play out	to pretend that something is real and reduce its effect	Computer games allow people to PLAY OUT their violent urges.
play out	to progress, often till it finishes	Let's see how things PLAY OUT.

play up	to behave badly	The children PLAYED UP all evening and drove the babysitter mad.
play up	to exaggerate the significance of; To make something sound more important	He likes to play up the fact that he was raised in a tough neighborhood.
play up to	to flatter someone	I'm PLAYING UP TO my boss at the moment because I want the promotion.

play upon	to exploit a weakness	They are PLAYING UPON people's concerns to get their way.

play with	to consider something, but not seriously	We PLAYED WITH the idea, but decided against it.
play with	to not eat much of a meal	I wasn't hungry, so I just PLAYED WITH the food.
play with	to touch and move something to occupy your hands	He can't stop PLAYING WITH his beard.

plead for somebody	to beg for someone to be spared	Tom pleaded for Dave, but it was no use. Dave was found guilty. She pleaded for her husband, but the judge sentenced him to ten years in prison.
plead for something	to beg for something	I don't want to have to plead for what's already mine. The children were pleading for ice cream, so we got some for them.

plead guilty to something	to state that one is guilty of a crime before a court of law	Gerald refused to plead guilty to the crime and had to stand trial. Max pleaded guilty to the charge and then fled town.
plead to something	to enter an admission of guilt to a specific crime	Max pleaded to the lesser charge of larceny. Lefty pleaded to the grand larceny charge.

plead out	to plead guilty to get a reduced sentence or fine	The CEO PLEADED OUT and blamed the CFO for the fraud.

pleased with

pledge something	to someone to promise something to someone	I pledged one hundred dollars to Ralph for his cause. We pledged a lot of money to our favorite charity.

plight to somebody !

plod along	to move along slowly but deliberately	I'm just plodding along, but I am getting the job done. The old man plodded along, hardly able to stand. The movie plodded along putting most of the audience to sleep.

plod away at something	to keep trying to do something	He continues to plod away at writing his novel. It's been three years now. How long have you been plodding away at that book?

plod through something	to work one's way through something laboriously	I just plodded through my work today. I had no energy at all. This is certainly a lot of papers to have to plod through.

plonk something down	to slap something down; to plop something down	He plonked a dollar down and demanded a newspaper. He plonked down his beer mug on the bar.

plot against something/somebody	to make a scheme against someone or something	All the counselors plotted against the czar. We plotted against the opposing party.

plot something on something	to draw a route or outline on something	He plotted the course they would be taking on a map of the area. The captain plotted the course on a chart of the upper reaches of the Nile.

plot something out	to map something out; to outline a plan for something	I have an idea about how to remodel this room. Let me plot it out for you. I plotted out my ideas for the room.

plough back	to re-invest money you have made into a business	We PLOUGHED BACK all the profits to grow the company.

plough into	to collide into at speed	The bus skidded and PLOUGHED INTO the bus stop.

plough on	to continue doing something you don't want to	It was really boring, but we PLOUGHED ON.

plough through	to eat a big meal	We PLOUGHED THROUGH all seven courses.
plough through	to move through somewhere where there is little space or there are obstacles	The boat had to PLOUGH THROUGH the ice.
plough through	to read something that is difficult or takes a lot of time	It took me ages to PLOUGH THROUGH 'Ulysses'.

plough up	to break the surface of soil	The tractor PLOUGHED UP the field so they could sow the seed.

plow back	to re-invest money you have made into a business	We PLOWED BACK all the profits to grow the company.

plow into	to collide into at speed	The bus skidded and PLOWED INTO the bus stop.

plow on	to continue doing something you don't want to	It was really boring, but we PLOWD ON.

plow through	to eat a big meal	We PLOWED THROUGH all eight courses.
plow through	to move through somewhere where there is little space or there are obstacles	The police car had to PLOW THROUGH the crowd.
plow through	to read something that is difficult or takes a lot of time	It takes me ages to PLOW THROUGH any of Henry James' novels.

plow up	to break the surface of soil	The tractor PLOWED UP the field so they could sow the crop.

pluck at something/somebody	to pull or pick at someone or something	Kelly plucked at Ed, picking off the burrs that had caught on his clothing. Kelly plucked at the strings of the guitar.

pluck something from something/somebody	to pick, grab, or snatch something from someone	Sally plucked a chocolate from the box and popped it into her mouth. He stooped over and plucked a rose from the bush.

pluck something off (of) something/somebody	to pick something off someone or something (Of is usually retained before pronouns)	She plucked the mosquito off his back before it could bite him. She plucked off the bud.

pluck something out of !

pluck up !

plug (oneself) in (to something)	to become attached to something; to become attached to some sort of network or system	As soon as I have plugged my laptop into the local network, I will have access to the Internet. I plugged myself into the computer network and began to communicate quickly and efficiently.
plug in	to connect machines to the electricity supply	He PLUGGED the TV IN and turned it on full blast.

plug away (at something)	to do something which prevents an activity from continuing, especially to stop giving money (often + on)	If the viewing figures drop much further, the TV company will pull the plug on the whole series.
plug away (at something)	to keep trying something; to keep working at something	John kept pegging away at the trumpet until he became pretty good at it. I'm not very good at it, but I keep plugging away.
plug away (at something)	to keep working in a determined way	He's experienced plenty of hard times, but Ed is still plugging away, playing several nights a week at a local jazz club. The powerful computer was plugging away at the problem for weeks.

plug something into something (and plug something in)	to connect something to something else, usually by connecting wires together with a plug and socket	Plug this end of the wire into the wall. Plug in the lamp and turn it on.

plug something up	to stop or fill up a hole, crack, or gap	Take out the nail and plug the hole up with something. You have to plug up the cracks to keep out the cold.

plumb (of something) !

plummet to earth	to fall rapidly to earth from a great height	The rocket plummeted to earth and exploded as it struck. As the plane plummeted to earth, all the people on the ground were screaming.
plummet to something	to drop or fall to some level or low point	Stock prices plummeted to record low levels. The rock plummeted to the river at the base of the cliff.

plump for	to choose	I PLUMPED FOR the steak frites.
plump for somebody/something	to support or promote someone or something	Henry spent a lot of energy plumping for Bill, who was running for vice president. She spent a lot of time plumping for our candidate.
plump for somebody/something	to support someone or something enthusiastically	Marcy had been writing campaign speeches and plumping for McCarthy since December.

plump something down	to drop a heavy load of something	She plumped the load of groceries onto the bench and looked through her purse for the keys. Jill plumped down her packages.
plump something down	to drop something as if it were a heavy load	He plumped the potatoes down on each plate, making a loud noise each time. Dave plumped down a huge slab of meat onto the grill.

plump something up	to pat or shake something like a pillow into a fuller shape	Todd plumped his pillow up and finished making the bed. He plumped up his pillow.

plunge down something	to run or fall down something	The car plunged down the hill and ran into a tree at the bottom. The bicyclist plunged down the side of the hill at a great speed.

plunge from something	to fall or flee from something or some place	The eagle plunged from the sky to the lake to capture its prey. Lily plunged from the room in embarrassment.

plunge in(to something)	to dive or rush into something; to immerse oneself in something	Ned took off his shoes and plunged into the river, hoping to rescue Frank. He plunged into his work and lost track of time.

plunge something into something/somebody	to drive or stab something into someone or something	The murderer plunged the knife into his victim. She plunged in the dagger.

plunge to something	to dive or fall to one's death	She walked straight to the edge of the cliff and plunged to her death. The burro slipped and plunged to an untimely end.
plunge to something	to fall or drop down to something	The temperature plunged to zero last night. The burning car plunged to the floor of the canyon.

plunk (oneself) down	to sit or fall down hard	Nancy pulled up a chair and plunked herself down. She pulled the chair up and plunked down. She plunked herself down in the middle of the kids and began to sing.
plunk something/somebody down	to place, drop, or plop someone or something down hard	He picked her up and plunked her down in a chair and began to shout at her. Sally plunked down the book in anger.

ply (somebody with something else)	to try to supply or give something to someone (Implies an attempt to influence or fawn upon someone)	We plied the mayor with gifts and favors, but it got us nowhere. Don't try to ply the police officer with gifts. That is considered a bribe.
ply somebody with something	to do your usual work or business	Fishermen in small boats ply their trade up and down the coast.
ply somebody with something	to give someone a lot of something	We were plied with coffee, doughnuts, and refreshments. He plied me with liquor, hoping to get me drunk. Usage notes: often used in the form ply someone with questions (to ask someone a lot of questions): Anxious to hear the latest news, they plied us with questions.
ply somebody with something	to travel between things or places regularly or constantly	There are a number of small craft that ply between Santerem and Manaus on a regular basis. Our little ship was unable to ply the entire distance between the two islands.

point at something/somebody

point out	to indicate/direct attention to something	The teacher pointed out the mistake.
point out	to make someone aware of something	He POINTED OUT that I only had two weeks to get the whole thing finished. That's exactly what I pointed out earlier.
point out	to indicate; To bring to someone's attention	I'd like to point out that two of the bank robbers were from Canada.
point out something; point something out
point somebody/something out	indicate with your finger	I'll point my boyfriend out when he runs by.

poise oneself for something	to get ready for something	She poised herself for her dive. Fred poised himself for a fall, but everything worked out all right.
poise over something/somebody	to hover or hang over someone or something	She spent the entire afternoon poised over her desk, pouting. The dog poised over the downed duck, waiting for the hunter.

poison (somebody or an animal) with something	to render someone or an animal sick or dead with a poison	He intended to poison his wife with arsenic. Barry wanted to poison the cat with something that left no trace. He poisoned himself with the cleaning compound.
poison something with something	to render something poisonous with something	She poisoned the soup with arsenic. They are poisoning our water supply with pollutants.

poison somebody against something/somebody	to cause someone to have negative or hateful thoughts about someone, a group, or something	You have done nothing more than poison Gerald against all of us! Stop talking to him! Your negative comments poisoned everyone against the proposal.

poke in something !
poke somebody in something	to strike or jab someone in some body part	Billy poked Bobby in the tummy and made him cry. She poked herself in the eye accidentally.

poke about (in something)	to rummage around in something or some place; to look through things in something or some place	I'll have to go up and poke about in the attic to see if lean find it. Janet went to the attic and spent the rest of the afternoon poking around.

poke along	to move along slowly; to lag or tarry	Get moving. Stop poking along. I was just poking along, taking my time, not paying attention to what was going on around me.

poke around	and poke about to look or search around	I've been poking around in the library looking for some statistics. I don't mind if you look in my drawer for a paper clip, but please don't poke about.
poke around	to waste time while moving about	I just poked around all afternoon and didn't accomplish much. Stop poking around and get moving.

poke at something/somebody	to thrust or jab at someone or something	Stop poking at me! Don't poke at the turtle. It might bite you.
poke something at something/somebody	to jab or thrust something at someone or something	Don't poke that thing at me! The hunter poked his spear at the pig one more time and decided it was dead.

poke one's nose in (to something)	to interfere with something; to be nosy about something	I wish you'd stop poking your nose into my business. She was too upset for me to stick my nose in and ask what was wrong.

poke out (of something)	to stick out of something; to extend out of something	The bean sprouts were beginning to poke out of the soil of the garden. I knew there were little birds in the birdhouse, because a little head poked out now and then.
poke something out of something	to thrust something out of something	The lobster poked its antennae out of the little cave and wiggled them around. It poked out its antennae.

poke something into something	to stick or cram something into something	He poked his finger into the jam, pulled it out again, and licked it. Jeff poked in his finger.
poke into something !

poke something through something/somebody	to jab or stab something through someone or something	The evil knight poked his weapon through Arthur and withdrew it again. Danny poked his finger through the plastic pool liner by mistake.
poke through (something)	to stick through something; to extend through something	The tips of Tommy's toes poked through his sneakers and looked very cold. The end of the lost spoon poked through the piecrust on the freshly baked pie. Now we knew where it had disappeared to.

polish off	to finish, consume	She POLISHES OFF half a bottle of gin every night. Peter polished off the rest of the spaghetti.
polish off something	cleaning and rubbing	All it needed was a bit of spit and polish and we got it looking as good as new.
polish off something	orderliness; ceremonial precision and orderliness	I like spit and polish. It comes from being in the military. There is no such thing as too much spit and polish.
polish off something	to finish something quickly and easily	He polished off two burgers and a mountain of French fries. He was nearly finished with the report, and said he could polish it off in another hour or two. Usage notes: most often used about eating something: He polished off entire pizzas.
polish something off	to eat, consume, exhaust, or complete all of something	Who polished the cake off? Who polished off the cake?

polish something up	to rub something until it shines	Polish the silver up and make it look nice and shiny. If you will polish up the silver, I will put it away.
polish up	to improve something quickly	I need to POLISH UP my French before I go to Paris.

pollute something with something	to adulterate something with something; to dirty something with something	You should not pollute the stream with chemicals. Someone polluted the sewer with automotive oil.

ponder (up)on something	to think on something; to consider something (Upon is formal and less commonly used than on)	Ponder upon this awhile. See what you come up with. I need to ponder on this.

pontificate on something	to speak and act dogmatically and pompously	Must you pontificate on your own virtues so much? The speaker was pontificating on the virtues of a fat-free diet.

pony up	pay for something	I had to PONY fifty dollars UP for the meal.
pony up (something)	to pay money	The price of gas increased and homeowners had to pony up more than anyone expected this winter.
pony up (something)	walking as a method of travel	I missed the last bus and had to get home on Shanks's pony.

poop out	to get too tired to do something	I was going to write my essay, but I POOPED OUT and went to bed instead.
poop out	to quit; to wear out and stop	He pooped out after about an hour of hard work. I think I'm going to poop out pretty soon.
poop out on	to fail to keep an appointment	We were supposed to meet yesterday, but she POOPED OUT ON me at the last minute.
poop something/somebody out	to cause someone to become exhausted or give out	All that exercise really pooped everyone out. A full day of play at the beach had pooped the dog out. The activity pooped out the dog.

pop around (for a visit)	to come by [someone's residence] for a visit	You simply must pop around for a visit sometime. I will pop by about noon. I can pop in for only a minute.

pop back (for something)	to come back to a place for just a moment	Okay, I think I can pop back for a minute. I have to pop back for something I forgot.

pop down (for a visit)	to come or go to someone's home that is downstairs or in a place on a lower level	You simply must pop down for a visit whenever you get a chance. I'll try to pop down tomorrow evening after dinner.

pop for something	to pay for a treat (for someone)	Let's have some ice cream. I'll pop for it. It's about time you popped for coffee.

pop in	to come or go into some place, such as a store, shop, etc., for a moment	Let me pop into the bakery for a minute. I have to pop into the drugstore for some shampoo.
pop in	to snap into place in something	The little plastic thing popped into its slot, and the model plane was finished. It pops in and holds tight if you do it right.
pop in	to visit suddenly and for a short time	He POPPED IN for a coffee on his way home. I just popped in to wish her good luck.

pop off	to go out for a short time	He's just POPPED OFF for a break but should be back in a few minutes.
pop off	to talk loudly, complain	He's always POPPING OFF when things don't suit him.
pop off	to complain angrily about something	Neal popped off in a nationally televised interview. Those owners are always popping off about the difficulty of competing against wealthy teams.
pop off	to die	My uncle popped off last week. I hope I'm asleep when I pop off.
pop off	to leave; to depart in haste	Bye, I must pop off. Got to pop off. I'm late.
pop off	to lose one's temper	Now, don't pop off. Keep your cool. I don't know why she popped off at me. All I did was say hello.
pop off	to make an unnecessary remark; to interrupt with a remark; to sound off	Please don't pop off all the time. Bob keeps popping off when he should be listening.
pop somebody off	to kill someone	Max was told to pop Lefty off because he was trying to muscle in on the gang's turf. Max intended to pop off Lefty.

pop out	to go out for a short time	I'm just POPPING OUT to the shops. Do you need anything while I'm out?
pop out (of something)	to jump out of something; to burst out of something	Suddenly, a little mouse popped out of the drawer. I opened the drawer and a mouse popped out.
pop something out of something	to release something from something so that it jumps or bursts out, possibly with a popping sound	Sue popped the cork out of the champagne bottle. It took a little effort to pop the cork out. She popped out the cork with a quick tug.

pop somebody (on something)	to strike someone on some body part	If you don't sit down, I'll pop you on the chin! Max popped Lefty on the nose.
pop something on(to) something	to snap something onto something	Denise took one more sip of the medicine and popped the lid onto the bottle.

pop something into something	to fit, snap, or press something into place in something	Lee popped the lever into place, and the machine began to function. Lee popped in the plastic part, and the toy ran beautifully.


pop something up	to remove something by making it jump or burst upwards	Henry popped the lid up and helped himself to the strawberry preserves. He popped up the lid and cleaned out the jam jar.
pop up	to appear unexpectedly	I'm going to have to work late tonight because something has POPPED UP.
pop up	to appear, like windows and boxes opening on a computer screen	The dialogue box POPPED UP when I pressed Enter.
pop up	to appear suddenly	After World War II, pizzerias popped up in every city in the nation.
pop up	to arise suddenly; to appear without warning	New problems keep popping up all the time. Billy popped up out of nowhere and scared his mother.
pop up	[for a baseball batter] to hit a baseball that goes high upward rather than outward	The catcher came to bat and popped up. I hope I don't pop up this time.
pop up	[for a baseball] to fly high upward rather than outward	The ball popped up and went foul. The ball will always pop up if you hit it in a certain way.
pop up (some place)	to appear suddenly and unexpectedly some place	I never know where Henry is going to pop up next. A new problem has popped up.

pore over something	to look at and carefully study a document	She spends a lot of time poring over the historical records of the church.
pore over something	to look over something carefully	She pored over the reports, looking for errors. I need to take a few hours to pore over these contracts and see if they are ready to be signed.

portion something out	to give out shares of something	Who will portion the cake out? She portioned out the chocolate carefully, making sure every one got an equal share.

portray somebody as something/somebody	to represent or describe someone as someone or a type of person	Fred portrayed his political opponent as an evil man. She tried to portray herself as a grand lady, but she fooled no one.
portray something/somebody as somebody	to develop a character that one is playing in a dramatic production as a kind of person or someone having certain characteristics or a particular personality	Tom portrayed Scrooge as an evil old man. Randy hopes to portray his character as a sympathetic friend.

pose as somebody	to pretend to be someone else	The impostor posed as the president of the company. My twin posed as me while I went on vacation.
pose as something/somebody	to pretend to be someone or a type of person	I posed as Gerald and got the job. I posed as a nurse and got a job at a summer camp.

pose for something/somebody	to assume a posture appropriate to the subject of a photograph or painting	Paul wanted me to pose for him, but I declined. Will you pose for my painting?

